date,open,high,low,close,volume,amount
2022-01-03,9.810699999999999,9.89944,9.771457199999999,9.86,1000000.0,9860000.0
2022-01-04,9.85908375,9.928305,9.819647415,9.88875,1030000.0,10185412.5
2022-01-05,9.907582499999998,9.957169999999998,9.867952169999999,9.917499999999999,1060000.0,10512549.999999998
2022-01-06,9.956196249999998,9.996021034999998,9.906464999999999,9.94625,1090000.0,10841412.5
2022-01-07,10.004924999999998,10.044944699999999,9.9351,9.975,1120000.0,11172000.0
2022-01-10,9.953731249999999,10.043764999999999,9.913916324999999,10.003749999999998,1150000.0,11504312.499999998
2022-01-11,10.002402499999999,10.072629999999998,9.962392889999999,10.032499999999999,1180000.0,11838349.999999998
2022-01-12,10.051188749999998,10.101494999999998,10.010983994999998,10.061249999999998,1210000.0,12174112.499999996
2022-01-13,10.100089999999996,10.140490359999996,10.049639999999998,10.089999999999998,1240000.0,12511599.999999998
2022-01-14,10.149106249999997,10.189702674999998,10.078274999999998,10.118749999999999,1270000.0,12850812.499999998
2022-01-17,10.096762499999997,10.188089999999997,10.056375449999997,10.147499999999997,1300000.0,13191749.999999996
2022-01-18,10.145721249999998,10.216954999999999,10.105138364999998,10.176249999999998,1330000.0,13534412.499999996
2022-01-19,10.194794999999997,10.245819999999997,10.154015819999998,10.204999999999997,1360000.0,13878799.999999994
2022-01-20,10.243983749999996,10.284959684999997,10.192814999999998,10.233749999999997,1390000.0,14224912.499999996
2022-01-21,10.293287499999996,10.334460649999997,10.221449999999997,10.262499999999998,1420000.0,14572749.999999996
2022-01-24,10.239793749999997,10.332414999999996,10.198834574999998,10.291249999999996,1450000.0,14922312.499999994
2022-01-25,10.289039999999996,10.361279999999997,10.247883839999997,10.319999999999997,1480000.0,15273599.999999994
2022-01-26,10.019969999999995,10.070119999999996,9.979890119999995,10.029999999999996,1510000.0,15145299.999999994
2022-01-27,10.068808749999995,10.109083984999994,10.018514999999995,10.058749999999996,1540000.0,15490474.999999994
2022-01-28,10.117762499999994,10.158233549999995,10.047149999999995,10.087499999999995,1570000.0,15837374.999999993
2022-01-31,10.065668749999995,10.156714999999995,10.025406074999996,10.116249999999996,1600000.0,16185999.999999993
2022-02-01,10.114564999999995,10.185579999999996,10.074106739999996,10.144999999999996,1630000.0,16536349.999999994
2022-02-02,10.163576249999995,10.214444999999994,10.122921944999995,10.173749999999995,1660000.0,16888424.999999993
2022-02-03,10.212702499999994,10.253553309999994,10.161689999999995,10.202499999999995,1690000.0,17242224.999999993
2022-02-04,10.261943749999993,10.302991524999994,10.190324999999994,10.231249999999994,1720000.0,17597749.99999999
2022-02-07,10.208699999999995,10.301039999999995,10.167865199999994,10.259999999999994,1750000.0,17954999.99999999
2022-02-08,10.257883749999994,10.329904999999995,10.216852214999994,10.288749999999995,1780000.0,18313974.999999993
2022-02-09,10.307182499999994,10.358769999999994,10.265953769999994,10.317499999999994,1810000.0,18674674.99999999
2022-02-10,10.356596249999994,10.398022634999993,10.304864999999994,10.346249999999994,1840000.0,19037099.99999999
2022-02-11,10.406124999999992,10.447749499999992,10.333499999999994,10.374999999999993,1870000.0,19401249.999999985
2022-02-14,10.351731249999993,10.445364999999994,10.310324324999993,10.403749999999993,1000000.0,10403749.999999993
2022-02-15,10.401202499999993,10.474229999999993,10.359597689999992,10.432499999999994,1030000.0,10745474.999999994
2022-02-16,10.450788749999992,10.503094999999993,10.408985594999992,10.461249999999993,1060000.0,11088924.999999993
2022-02-17,10.500489999999992,10.542491959999992,10.448039999999994,10.489999999999993,1090000.0,11434099.999999993
2022-02-18,10.230599999999992,10.271522399999991,10.159199999999991,10.199999999999992,1120000.0,11423999.99999999
2022-02-21,10.177606249999993,10.269664999999993,10.136895824999993,10.228749999999993,1150000.0,11763062.49999999
2022-02-22,10.226727499999992,10.29852999999999,10.185820589999992,10.257499999999991,1180000.0,12103849.99999999
2022-02-23,10.275963749999992,10.327394999999992,10.234859894999992,10.286249999999992,1210000.0,12446362.49999999
2022-02-24,10.325314999999991,10.36661625999999,10.273739999999993,10.314999999999992,1240000.0,12790599.99999999
2022-02-25,10.37478124999999,10.416280374999989,10.30237499999999,10.343749999999991,1270000.0,13136562.499999989
2022-02-28,10.320637499999991,10.413989999999991,10.279354949999991,10.372499999999992,1300000.0,13484249.999999989
2022-03-01,10.37004624999999,10.442854999999991,10.328566064999992,10.40124999999999,1330000.0,13833662.499999987
2022-03-02,10.419569999999991,10.47171999999999,10.377891719999992,10.42999999999999,1360000.0,14184799.999999987
2022-03-03,10.46920874999999,10.51108558499999,10.41691499999999,10.458749999999991,1390000.0,14537662.499999989
2022-03-04,10.518962499999988,10.561038349999988,10.44554999999999,10.48749999999999,1420000.0,14892249.999999985
2022-03-07,10.463668749999991,10.55831499999999,10.421814074999991,10.51624999999999,1450000.0,15248562.499999987
2022-03-08,10.51336499999999,10.58717999999999,10.47131153999999,10.54499999999999,1480000.0,15606599.999999983
2022-03-09,10.563176249999989,10.616044999999989,10.52092354499999,10.57374999999999,1510000.0,15966362.499999985
2022-03-10,10.61310249999999,10.655554909999989,10.56008999999999,10.60249999999999,1540000.0,16327849.999999985
2022-03-11,10.663143749999987,10.705796324999987,10.58872499999999,10.631249999999989,1570000.0,16691062.499999983
2022-03-14,10.60669999999999,10.70263999999999,10.56427319999999,10.65999999999999,1600000.0,17055999.99999998
2022-03-15,10.338889999999989,10.411479999999989,10.297534439999989,10.369999999999989,1630000.0,16903099.99999998
2022-03-16,10.388351249999989,10.440344999999988,10.346797844999989,10.398749999999989,1660000.0,17261924.99999998
2022-03-17,10.437927499999986,10.479679209999986,10.385789999999988,10.427499999999988,1690000.0,17622474.999999978
2022-03-18,10.487618749999987,10.529569224999987,10.414424999999989,10.456249999999988,1720000.0,17984749.99999998
2022-03-21,10.43257499999999,10.526939999999989,10.39084469999999,10.484999999999989,1750000.0,18348749.99999998
2022-03-22,10.482208749999987,10.555804999999987,10.440279914999987,10.513749999999987,1780000.0,18714474.999999978
2022-03-23,10.531957499999988,10.584669999999988,10.489829669999988,10.542499999999988,1810000.0,19081924.999999978
2022-03-24,10.581821249999985,10.624148534999986,10.528964999999987,10.571249999999987,1840000.0,19451099.999999974
2022-03-25,10.631799999999986,10.674327199999986,10.557599999999987,10.599999999999987,1870000.0,19821999.999999978
2022-03-28,10.575606249999987,10.671264999999988,10.533303824999987,10.628749999999988,1000000.0,10628749.999999987
2022-03-29,10.625527499999986,10.700129999999987,10.583025389999987,10.657499999999986,1030000.0,10977224.999999985
2022-03-30,10.675563749999988,10.728994999999987,10.632861494999988,10.686249999999987,1060000.0,11327424.999999987
2022-03-31,10.725714999999985,10.768617859999985,10.672139999999986,10.714999999999986,1090000.0,11679349.999999985
2022-04-01,10.775981249999985,10.819085174999985,10.700774999999986,10.743749999999986,1120000.0,12032999.999999985
2022-04-04,10.718637499999987,10.815589999999986,10.675762949999987,10.772499999999987,1150000.0,12388374.999999985
2022-04-05,10.768846249999985,10.844454999999986,10.725770864999985,10.801249999999985,1180000.0,12745474.999999983
2022-04-06,10.819169999999986,10.873319999999985,10.775893319999986,10.829999999999986,1210000.0,13104299.999999983
2022-04-07,10.550539999999984,10.592742159999984,10.497839999999984,10.539999999999985,1240000.0,13069599.999999981
2022-04-08,10.600456249999985,10.642858074999985,10.526474999999985,10.568749999999985,1270000.0,13422312.499999981
2022-04-11,10.544512499999984,10.639889999999983,10.502334449999983,10.597499999999984,1300000.0,13776749.99999998
2022-04-12,10.594371249999984,10.668754999999985,10.551993764999985,10.626249999999985,1330000.0,14132912.49999998
2022-04-13,10.644344999999985,10.697619999999985,10.601767619999986,10.654999999999985,1360000.0,14490799.99999998
2022-04-14,10.694433749999982,10.737211484999982,10.641014999999983,10.683749999999984,1390000.0,14850412.499999978
2022-04-15,10.744637499999984,10.787616049999984,10.669649999999985,10.712499999999984,1420000.0,15211749.999999978
2022-04-18,10.687543749999984,10.784214999999984,10.644793574999984,10.741249999999983,1450000.0,15574812.499999976
2022-04-19,10.737689999999983,10.813079999999983,10.694739239999983,10.769999999999984,1480000.0,15939599.999999976
2022-04-20,10.787951249999985,10.841944999999985,10.744799444999984,10.798749999999984,1510000.0,16306112.499999976
2022-04-21,10.838327499999982,10.881680809999983,10.784189999999983,10.827499999999983,1540000.0,16674349.999999974
2022-04-22,10.888818749999983,10.932374024999982,10.812824999999984,10.856249999999983,1570000.0,17044312.499999974
2022-04-25,10.830574999999982,10.928539999999982,10.787252699999982,10.884999999999982,1600000.0,17415999.99999997
2022-04-26,10.881008749999982,10.957404999999982,10.837484714999981,10.913749999999983,1630000.0,17789412.49999997
2022-04-27,10.931557499999982,10.986269999999983,10.887831269999982,10.942499999999983,1660000.0,18164549.99999997
